,Month,NDVI_mean,NDVI_std,NDWI_mean,NDWI_std,NDMI_mean,NDMI_std,Band_4_mean,Band_4_std,Band_5_mean,Band_5_std,Band_6_mean,Band_6_std,Band_7_mean,Band_7_std,Band_8_mean,Band_8_std,Band_9_mean,Band_9_std,Band_10_mean,Band_10_std,Band_11_mean,Band_11_std
0,2018-05-01,0.19792336,0.016740523,-0.3242745,0.013280127,-0.10194567,0.00970625,0.059281237,0.002778385,0.08994166,0.004057134,0.14364165,0.0053204475,0.18854408,0.008342382,0.28139737,0.005305055,0.34537426,0.009785701,0.27856222,0.011351411,0.0017101379,0.00010513901
1,2018-05-05,0.19792336,0.016740523,-0.3242745,0.013280127,-0.10194567,0.00970625,0.059281237,0.002778385,0.08994166,0.004057134,0.14364165,0.0053204475,0.18854408,0.008342382,0.28139737,0.005305055,0.34537426,0.009785701,0.27856222,0.011351411,0.0017101379,0.00010513901
2,2018-05-09,0.21166517,0.032131787,-0.34482738,0.024926672,-0.112140514,0.016746612,0.060103606,0.0010559905,0.08777452,0.0065139006,0.14132819,0.01026874,0.1889409,0.015999481,0.28962314,0.00944969,0.36304396,0.017397607,0.2960121,0.018907456,0.0017646067,5.1776806e-05
3,2018-05-13,0.17853232,0.012270553,-0.29808977,0.010100455,-0.08908923,0.008060972,0.059162658,0.0021775253,0.097584985,0.003579591,0.1594563,0.004458937,0.20558427,0.006779428,0.29483488,0.0045587057,0.35255444,0.007886958,0.2800294,0.008914417,0.0022706217,8.7184526e-05
4,2018-05-17,0.1957194,0.0197495,-0.31989026,0.015057792,-0.10818207,0.010945023,0.06087853,0.0023606857,0.09166316,0.005554333,0.14563906,0.0070695844,0.19021071,0.010994791,0.28243598,0.0067936666,0.35111648,0.0132391965,0.283559,0.014937323,0.002125493,6.247479e-05
5,2018-05-21,0.19901401,0.019668266,-0.33480752,0.015930597,-0.12137702,0.011962404,0.06148423,0.0044797915,0.089107335,0.0050910404,0.14069752,0.006592263,0.18868712,0.010265415,0.2821797,0.007695418,0.36024836,0.012679492,0.29734293,0.013590542,0.0016561502,5.251816e-05
6,2018-05-25,0.19901401,0.019668266,-0.33480752,0.015930597,-0.12137702,0.011962404,0.06148423,0.0044797915,0.089107335,0.0050910404,0.14069752,0.006592263,0.18868712,0.010265415,0.2821797,0.007695418,0.36024836,0.012679492,0.29734293,0.013590542,0.0016561502,5.251816e-05
7,2018-05-29,0.18704441,0.019581331,-0.3124443,0.016764956,-0.1010646,0.011495473,0.059328657,0.0028873559,0.092436686,0.005482493,0.15134771,0.0069830157,0.1979209,0.010144697,0.2887248,0.0062823496,0.3537479,0.011131815,0.27652997,0.012073969,0.0016883465,0.00010107122
8,2018-06-01,0.18520032,0.015156356,-0.3104674,0.013204545,-0.1000577,0.010655575,0.062012542,0.0023214354,0.09487306,0.004331555,0.15231256,0.0054098186,0.19904573,0.007909974,0.28938243,0.00573101,0.3538077,0.009769535,0.28953633,0.0099580735,0.0018990217,6.707411e-05
9,2018-06-05,,,,,,,,,,,,,,,,,,,,,,
10,2018-06-09,,,,,,,,,,,,,,,,,,,,,,
11,2018-06-13,0.2141916,0.022707742,-0.34182292,0.016147558,-0.13608538,0.014541303,0.058306813,0.005892418,0.07731844,0.0037879953,0.1255329,0.0060130507,0.16569652,0.009168087,0.25580022,0.007617977,0.3363997,0.009555435,0.2799159,0.011764597,0.0020175795,6.059276e-05
12,2018-06-17,0.18186794,0.00999298,-0.27189395,0.010976401,-0.113038704,0.013955725,0.061525606,0.004232599,0.09006785,0.0051476415,0.15663175,0.009948663,0.18927675,0.009573154,0.27337736,0.012536495,0.342858,0.009744525,0.27901188,0.007836881,0.0014316918,7.496438e-05
13,2018-06-21,,,,,,,,,,,,,,,,,,,,,,
14,2018-06-25,,,,,,,,,,,,,,,,,,,,,,
15,2018-06-29,,,,,,,,,,,,,,,,,,,,,,
16,2018-07-01,,,,,,,,,,,,,,,,,,,,,,
17,2018-07-05,0.22617391,0.025950825,-0.33516642,0.016760763,-0.13297486,0.015809795,0.05761963,0.009311712,0.07753608,0.0032637783,0.123869896,0.006394569,0.1571578,0.01107982,0.2486082,0.0075672115,0.32491723,0.010687008,0.2545041,0.013201082,0.0027728302,8.510106e-05
18,2018-07-09,0.22617391,0.025950825,-0.33516642,0.016760763,-0.13297486,0.015809795,0.05761963,0.009311712,0.07753608,0.0032637783,0.123869896,0.006394569,0.1571578,0.01107982,0.2486082,0.0075672115,0.32491723,0.010687008,0.2545041,0.013201082,0.0027728302,8.510106e-05
19,2018-07-13,,,,,,,,,,,,,,,,,,,,,,
20,2018-07-17,,,,,,,,,,,,,,,,,,,,,,
21,2018-07-21,,,,,,,,,,,,,,,,,,,,,,
22,2018-07-25,,,,,,,,,,,,,,,,,,,,,,
23,2018-07-29,,,,,,,,,,,,,,,,,,,,,,
24,2018-08-01,,,,,,,,,,,,,,,,,,,,,,
25,2018-08-05,,,,,,,,,,,,,,,,,,,,,,
26,2018-08-09,,,,,,,,,,,,,,,,,,,,,,
27,2018-08-13,,,,,,,,,,,,,,,,,,,,,,
28,2018-08-17,,,,,,,,,,,,,,,,,,,,,,
29,2018-08-21,,,,,,,,,,,,,,,,,,,,,,
30,2018-08-25,,,,,,,,,,,,,,,,,,,,,,
31,2018-08-29,0.01725711,0.00081915467,-0.012810806,0.0008956605,0.69928306,0.0004255405,0.89107126,0.000433489,0.86616975,0.0003816402,0.889163,0.00055925956,0.8811632,0.00033361692,0.91210324,0.0013606175,0.16142538,0.000251019,0.1947889,0.00018488786,0.27080843,0.0002056634
32,2018-09-01,0.01725711,0.00081915467,-0.012810806,0.0008956605,0.69928306,0.0004255405,0.89107126,0.000433489,0.86616975,0.0003816402,0.889163,0.00055925956,0.8811632,0.00033361692,0.91210324,0.0013606175,0.16142538,0.000251019,0.1947889,0.00018488786,0.27080843,0.0002056634
33,2018-09-05,,,,,,,,,,,,,,,,,,,,,,
34,2018-09-09,,,,,,,,,,,,,,,,,,,,,,
35,2018-09-13,0.7571557,0.010197324,-0.6858894,0.010510967,0.27098188,0.009171719,0.022617437,0.0017579808,0.0327957,0.0009977325,0.075501405,0.0014426756,0.05599575,0.0015045103,0.4055097,0.010155128,0.23255163,0.0045075733,0.11360291,0.0026425691,0.0014648719,4.7771337e-05
36,2018-09-17,0.7571557,0.010197324,-0.6858894,0.010510967,0.27098188,0.009171719,0.022617437,0.0017579808,0.0327957,0.0009977325,0.075501405,0.0014426756,0.05599575,0.0015045103,0.4055097,0.010155128,0.23255163,0.0045075733,0.11360291,0.0026425691,0.0014648719,4.7771337e-05
37,2018-09-21,,,,,,,,,,,,,,,,,,,,,,
38,2018-09-25,0.5970408,0.029374432,-0.5812681,0.023391208,0.072327234,0.035997525,0.030821754,0.0008278408,0.038153943,0.0012110604,0.06935129,0.0023008732,0.06606285,0.0034148458,0.2623784,0.011530025,0.22685294,0.007691697,0.13866322,0.0073936377,0.001155843,7.194742e-05
39,2018-09-29,0.50194085,0.03068572,-0.5357205,0.021940716,0.019089365,0.026257504,0.03661451,0.0014044351,0.050295144,0.0031420912,0.08535555,0.0044488874,0.09368527,0.0068009766,0.28230524,0.0063916678,0.27193496,0.012294433,0.17980555,0.011845659,0.0011991806,0.00010500198
40,2018-10-01,0.50194085,0.03068572,-0.5357205,0.021940716,0.019089365,0.026257504,0.03661451,0.0014044351,0.050295144,0.0031420912,0.08535555,0.0044488874,0.09368527,0.0068009766,0.28230524,0.0063916678,0.27193496,0.012294433,0.17980555,0.011845659,0.0011991806,0.00010500198
41,2018-10-05,0.43412593,0.03696102,-0.48251292,0.025522467,-0.0035236008,0.034846976,0.04464475,0.0041300287,0.058243643,0.0047309757,0.09479634,0.006280877,0.107296795,0.009814701,0.2714565,0.009993296,0.27403584,0.02108751,0.19624922,0.018523637,0.001277738,0.00018684962
42,2018-10-09,0.35113305,0.040406883,-0.4385038,0.027551338,-0.057433695,0.03985079,0.04095727,0.0027689876,0.055801064,0.002814717,0.088442475,0.0040164837,0.10891002,0.0074652983,0.22677158,0.009263689,0.25486478,0.01753028,0.19367492,0.022283308,0.0015286729,0.000115029645
43,2018-10-13,0.35003963,0.057114538,-0.43951342,0.040857095,-0.05131695,0.037575513,0.04013704,0.0016447918,0.048754044,0.0021481295,0.07750395,0.0023443962,0.09580535,0.003995843,0.2004781,0.020819519,0.22129606,0.01095419,0.15359774,0.008790144,0.0010943298,2.2555709e-05
44,2018-10-17,0.35003963,0.057114538,-0.43951342,0.040857095,-0.05131695,0.037575513,0.04013704,0.0016447918,0.048754044,0.0021481295,0.07750395,0.0023443962,0.09580535,0.003995843,0.2004781,0.020819519,0.22129606,0.01095419,0.15359774,0.008790144,0.0010943298,2.2555709e-05
45,2018-10-21,0.3090623,0.041771274,-0.41931078,0.02955543,-0.09468253,0.034193173,0.04134838,0.0026231958,0.058485996,0.004273984,0.092681795,0.006014046,0.11971295,0.010023906,0.22656181,0.010957092,0.27425545,0.01747216,0.21533719,0.020700347,0.0013535032,0.00010979242
46,2018-10-25,0.28029868,0.04385039,-0.3619742,0.03551709,-0.09413585,0.045395132,0.04701469,0.0046731657,0.062740564,0.004515651,0.10014914,0.0050654868,0.12025747,0.007595624,0.21406354,0.011294534,0.25872862,0.014835549,0.21640427,0.018312182,0.0031416742,0.00021989639
47,2018-10-29,,,,,,,,,,,,,,,,,,,,,,
48,2018-11-01,,,,,,,,,,,,,,,,,,,,,,
49,2018-11-05,,,,,,,,,,,,,,,,,,,,,,
50,2018-11-09,0.2987812,0.041593064,-0.4033206,0.03131675,-0.09720502,0.03620979,0.03721177,0.0014922419,0.05451841,0.0035413806,0.08842134,0.005160021,0.112369016,0.008097868,0.20798105,0.007952373,0.25301436,0.013393091,0.2089315,0.015116437,0.0011848336,6.9667585e-05
51,2018-11-13,0.35382894,0.033280004,-0.42804554,0.028071413,-0.055874333,0.032445602,0.03461814,0.0021844185,0.051743954,0.002938487,0.08689917,0.0051574213,0.10359126,0.006708672,0.21689986,0.0065923133,0.24287185,0.013497693,0.19434966,0.01466653,0.0011849465,6.6707944e-05
52,2018-11-17,,,,,,,,,,,,,,,,,,,,,,
53,2018-11-21,,,,,,,,,,,,,,,,,,,,,,
54,2018-11-25,0.60002583,0.033582382,-0.55554396,0.009343991,0.18775873,0.042300053,0.03260181,0.0014132947,0.04042004,0.0021533445,0.07821831,0.0056246384,0.06811713,0.0030620245,0.27387252,0.020338707,0.1867114,0.00565833,0.10836775,0.009456774,0.0013126726,9.589236e-05
55,2018-11-29,0.70255727,0.039361514,-0.62943673,0.015959159,0.30516714,0.047508884,0.028221758,0.0009259203,0.036573518,0.0007014119,0.07638956,0.0032096219,0.05835903,0.0044609043,0.3371339,0.028702483,0.17864932,0.0067872764,0.09479004,0.011317657,0.0014952928,9.486981e-05
56,2019-05-01,0.20910786,0.03306079,-0.3395717,0.028135922,-0.11435706,0.012462753,0.060650505,0.0022308675,0.09104642,0.0074978224,0.14257197,0.00983292,0.18926495,0.013983727,0.28872064,0.0038486326,0.36342403,0.010951737,0.29473633,0.0148937125,0.0019262527,0.00011432388
57,2019-05-05,0.20910786,0.03306079,-0.3395717,0.028135922,-0.11435706,0.012462753,0.060650505,0.0022308675,0.09104642,0.0074978224,0.14257197,0.00983292,0.18926495,0.013983727,0.28872064,0.0038486326,0.36342403,0.010951737,0.29473633,0.0148937125,0.0019262527,0.00011432388
58,2019-05-09,0.20713551,0.028304508,-0.33489734,0.025121106,-0.10599465,0.010988209,0.06948104,0.0032672146,0.09940928,0.008582693,0.15403451,0.010597547,0.2031275,0.014416782,0.30864814,0.0061925347,0.38193858,0.011435735,0.30630943,0.01397316,0.0016366856,0.00013540691
59,2019-05-13,0.19687045,0.023705587,-0.32210836,0.020392565,-0.100799516,0.010414245,0.06422449,0.0024182515,0.09684276,0.0067427866,0.15351675,0.008174302,0.20096888,0.011399336,0.29912367,0.0049303086,0.3662659,0.009467379,0.28866085,0.01167737,0.0014627462,5.1801166e-05
60,2019-05-17,0.20090765,0.022556743,-0.31310663,0.018642444,-0.1046024,0.013897407,0.07115018,0.004377536,0.09836441,0.0058381357,0.15581226,0.008279775,0.19826943,0.011580712,0.29758358,0.0064586163,0.36733538,0.014632176,0.29531187,0.016458506,0.0012568249,0.00013865528
61,2019-05-21,0.20090765,0.022556743,-0.31310663,0.018642444,-0.1046024,0.013897407,0.07115018,0.004377536,0.09836441,0.0058381357,0.15581226,0.008279775,0.19826943,0.011580712,0.29758358,0.0064586163,0.36733538,0.014632176,0.29531187,0.016458506,0.0012568249,0.00013865528
62,2019-05-25,0.19667546,0.021037327,-0.3246584,0.017343732,-0.1111832,0.008608808,0.07154733,0.002232838,0.1014148,0.0056425077,0.15722518,0.0071512153,0.20706844,0.010123059,0.30820096,0.005949257,0.38532776,0.008069273,0.30934563,0.009513988,0.0018512446,5.6904242e-05
63,2019-05-29,,,,,,,,,,,,,,,,,,,,,,
64,2019-06-01,0.18870543,0.013505764,-0.31173873,0.010680705,-0.12079354,0.00832431,0.05923068,0.0011425155,0.08705635,0.0021089085,0.13976885,0.002671019,0.18181676,0.0039234576,0.26640853,0.0052193087,0.3395683,0.003643293,0.28007028,0.0045613875,0.0013418763,4.9316513e-05
65,2019-06-05,0.19596894,0.016384864,-0.30392346,0.012465442,-0.11829152,0.0137509005,0.061149735,0.00255041,0.085278586,0.0030093212,0.13761741,0.0036234704,0.17333674,0.005442003,0.2578218,0.0068064416,0.32694694,0.0054851132,0.26883936,0.0071735154,0.0012652565,0.0001243095
66,2019-06-09,0.20612597,0.018570608,-0.34610054,0.0148308175,-0.14236891,0.010266044,0.06197971,0.0012982142,0.07954412,0.0029636554,0.12526317,0.0042431955,0.1697458,0.0061650914,0.2578194,0.0053778156,0.34338447,0.004476145,0.29082865,0.006279001,0.0018518106,0.00010522007
67,2019-06-13,0.21321198,0.022308204,-0.3466173,0.016555674,-0.13660339,0.009868813,0.05656174,0.004690207,0.07517769,0.003179128,0.11939841,0.004990019,0.15963924,0.007815759,0.24600728,0.0064118793,0.32380855,0.0057736305,0.25338238,0.007584162,0.0011323588,0.00011070864
68,2019-06-17,,,,,,,,,,,,,,,,,,,,,,
69,2019-06-21,0.20887698,0.014838118,-0.3073455,0.011721819,-0.11361378,0.014502666,0.058581434,0.0020177166,0.08454908,0.0026071768,0.13935374,0.0040342943,0.17214729,0.005511692,0.2630124,0.0062698424,0.3304497,0.0076945727,0.2608407,0.008203728,0.001348078,0.00013604785
70,2019-06-25,,,,,,,,,,,,,,,,,,,,,,
71,2019-06-29,,,,,,,,,,,,,,,,,,,,,,
72,2019-07-01,,,,,,,,,,,,,,,,,,,,,,
73,2019-07-05,,,,,,,,,,,,,,,,,,,,,,
74,2019-07-09,,,,,,,,,,,,,,,,,,,,,,
75,2019-07-13,,,,,,,,,,,,,,,,,,,,,,
76,2019-07-17,,,,,,,,,,,,,,,,,,,,,,
77,2019-07-21,,,,,,,,,,,,,,,,,,,,,,
78,2019-07-25,,,,,,,,,,,,,,,,,,,,,,
79,2019-07-29,,,,,,,,,,,,,,,,,,,,,,
80,2019-08-01,,,,,,,,,,,,,,,,,,,,,,
81,2019-08-05,,,,,,,,,,,,,,,,,,,,,,
82,2019-08-09,,,,,,,,,,,,,,,,,,,,,,
83,2019-08-13,,,,,,,,,,,,,,,,,,,,,,
84,2019-08-17,,,,,,,,,,,,,,,,,,,,,,
85,2019-08-21,,,,,,,,,,,,,,,,,,,,,,
86,2019-08-25,,,,,,,,,,,,,,,,,,,,,,
87,2019-08-29,,,,,,,,,,,,,,,,,,,,,,
88,2019-09-01,,,,,,,,,,,,,,,,,,,,,,
89,2019-09-05,,,,,,,,,,,,,,,,,,,,,,
90,2019-09-09,,,,,,,,,,,,,,,,,,,,,,
91,2019-09-13,,,,,,,,,,,,,,,,,,,,,,
92,2019-09-17,,,,,,,,,,,,,,,,,,,,,,
93,2019-09-21,,,,,,,,,,,,,,,,,,,,,,
94,2019-09-25,,,,,,,,,,,,,,,,,,,,,,
95,2019-09-29,0.64805084,0.0267298,-0.61595744,0.02127464,0.12811992,0.023805328,0.017716497,0.0020715229,0.026820054,0.0024579822,0.06081938,0.003910518,0.054621287,0.0041591567,0.25596833,0.0105556585,0.19770788,0.005284861,0.101415336,0.0033950342,0.0009617367,9.1119444e-05
96,2019-10-01,0.64805084,0.0267298,-0.61595744,0.02127464,0.12811992,0.023805328,0.017716497,0.0020715229,0.026820054,0.0024579822,0.06081938,0.003910518,0.054621287,0.0041591567,0.25596833,0.0105556585,0.19770788,0.005284861,0.101415336,0.0033950342,0.0009617367,9.1119444e-05
97,2019-10-05,0.5304221,0.03929897,-0.541125,0.023423638,0.023014868,0.04218365,0.027971575,0.0012363812,0.03945795,0.001994195,0.07583554,0.002841249,0.078119375,0.0053733937,0.25515488,0.012989755,0.24359475,0.011137184,0.14719388,0.011357272,0.0010398718,9.055359e-05
98,2019-10-09,0.4728594,0.04929377,-0.50531346,0.03150838,-0.03108928,0.04626106,0.041498628,0.0021405984,0.04978,0.003204962,0.083121784,0.0037673337,0.090532534,0.007168599,0.25360832,0.015237875,0.269677,0.011556257,0.18233824,0.014562789,0.0012126358,0.00010135217
99,2019-10-13,0.33666945,0.042080455,-0.41979703,0.028129818,-0.08776774,0.030686418,0.04052982,0.002212118,0.054832906,0.0017372479,0.08693987,0.0024019885,0.105607726,0.0052580447,0.21320434,0.011851777,0.2539257,0.0047529214,0.1934057,0.008450904,0.0010307122,0.00012362482
100,2019-10-17,0.33666945,0.042080455,-0.41979703,0.028129818,-0.08776774,0.030686418,0.04052982,0.002212118,0.054832906,0.0017372479,0.08693987,0.0024019885,0.105607726,0.0052580447,0.21320434,0.011851777,0.2539257,0.0047529214,0.1934057,0.008450904,0.0010307122,0.00012362482
101,2019-10-21,0.30506366,0.054653008,-0.40121296,0.03685129,-0.10462399,0.03643022,0.04642091,0.0023511092,0.05921831,0.0033908014,0.09163005,0.003685868,0.114276364,0.007831417,0.21503945,0.013973467,0.26487455,0.005674703,0.21321496,0.010771022,0.0028158536,9.7979624e-05
102,2019-10-25,,,,,,,,,,,,,,,,,,,,,,
103,2019-10-29,0.27895987,0.04175256,-0.375967,0.02957127,-0.116347484,0.030522909,0.045104753,0.0019380312,0.0595941,0.002629533,0.09174512,0.0038633738,0.11414681,0.007222276,0.20253648,0.009957947,0.25583902,0.010381003,0.20942597,0.012546156,0.0013151313,8.1563565e-05
