,Month,NDVI_mean,NDVI_std,NDWI_mean,NDWI_std,NDMI_mean,NDMI_std,Band_4_mean,Band_4_std,Band_5_mean,Band_5_std,Band_6_mean,Band_6_std,Band_7_mean,Band_7_std,Band_8_mean,Band_8_std,Band_9_mean,Band_9_std,Band_10_mean,Band_10_std,Band_11_mean,Band_11_std
0,2018-05-01,0.18052866,0.00011206305,-0.28631756,0.0,-0.13539597,0.0,0.082959995,4.8986974e-05,0.10948,4.0000676e-05,0.169,0.0,0.21144001,4.8990627e-05,0.3046,0.0,0.4,0.0,0.33616,4.8983326e-05,0.002,0.0
1,2018-05-05,0.16465595,0.0052782902,-0.28510675,0.0052800835,-0.1460537,0.005798627,0.079303056,0.0018960759,0.1067814,0.002228236,0.16422163,0.0029124375,0.21172005,0.0024663804,0.29518518,0.0032600455,0.396147,0.0024180852,0.33261624,0.004365969,0.0019097418,7.295154e-05
2,2018-05-09,,,,,,,,,,,,,,,,,,,,,,
3,2018-05-13,0.1525573,0.002808239,-0.26712263,0.0023701366,-0.12462642,0.00088540843,0.07925712,0.0010930764,0.114333,0.0005714921,0.17920431,0.0010487848,0.22781706,0.001391527,0.30983603,0.0007793603,0.3980606,0.0011205191,0.32721356,0.002540402,0.0023498002,5.0000548e-05
4,2018-05-17,0.17202076,0.0015186253,-0.28751928,0.0021745414,-0.14774962,0.0011585514,0.0820228,0.00016749623,0.10824687,0.0005313811,0.16394876,0.00076255883,0.20930065,0.00063439924,0.2962688,0.0006291149,0.39899257,0.00061593566,0.3317215,0.0012268729,0.0022429333,5.375757e-05
5,2018-05-21,,,,,,,,,,,,,,,,,,,,,,
6,2018-05-25,,,,,,,,,,,,,,,,,,,,,,
7,2018-05-29,,,,,,,,,,,,,,,,,,,,,,
8,2018-06-01,,,,,,,,,,,,,,,,,,,,,,
9,2018-06-05,,,,,,,,,,,,,,,,,,,,,,
10,2018-06-09,,,,,,,,,,,,,,,,,,,,,,
11,2018-06-13,,,,,,,,,,,,,,,,,,,,,,
