,Month,NDVI_mean,NDVI_std,NDWI_mean,NDWI_std,NDMI_mean,NDMI_std,Band_4_mean,Band_4_std,Band_5_mean,Band_5_std,Band_6_mean,Band_6_std,Band_7_mean,Band_7_std,Band_8_mean,Band_8_std,Band_9_mean,Band_9_std,Band_10_mean,Band_10_std,Band_11_mean,Band_11_std
0,2018-05-01,0.17314868,0.0077635003,-0.27325943,0.005942149,-0.13346356,0.006121872,0.07487425,0.0025131633,0.10045039,0.0036444224,0.15009706,0.0059341723,0.18544887,0.009612299,0.26300877,0.011265006,0.3439968,0.013827622,0.29264355,0.0107030785,0.0017261669,0.00012422542
1,2018-05-05,0.17647228,0.00455908,-0.29560694,0.0046020104,-0.12531534,0.0039283913,0.06566944,0.00063089293,0.09380177,0.0021341736,0.1425046,0.0030215788,0.1834893,0.0042828615,0.26212925,0.0058039483,0.33721676,0.006525005,0.27706695,0.0062605077,0.001727029,4.4078974e-05
2,2018-05-09,0.19043425,0.008439859,-0.3177351,0.008242794,-0.16295418,0.006668223,0.0657378,0.00076954835,0.08692577,0.0033222525,0.13066003,0.004817402,0.1716743,0.007557166,0.25236768,0.009265367,0.35058278,0.011202569,0.2951681,0.0097470395,0.0017804415,4.011462e-05
3,2018-05-13,0.16271703,0.0039947373,-0.2755024,0.0038611663,-0.10800397,0.0035872234,0.06500351,0.0004864218,0.099845566,0.0016613659,0.15763971,0.0021161686,0.19986309,0.0032638884,0.27754033,0.0036308765,0.3447528,0.005384199,0.27867275,0.005159394,0.0022105824,8.255203e-05
4,2018-05-17,0.17206362,0.005725357,-0.28755897,0.0054665124,-0.13876249,0.0046214354,0.067772746,0.0007287773,0.095639266,0.0022893976,0.14400312,0.0031199765,0.1838562,0.0045782877,0.26025733,0.006144999,0.34412342,0.0073835077,0.28423333,0.0071444795,0.0020034565,7.2162766e-05
5,2018-05-21,0.18493345,0.0049797148,-0.30682674,0.0052270037,-0.15786135,0.005128719,0.073255144,0.002242758,0.092091754,0.0021287631,0.13415585,0.0029912395,0.17399898,0.004791291,0.2529456,0.0063897604,0.3477713,0.0082775215,0.29440925,0.008074009,0.0017198415,7.1109345e-05
6,2018-05-25,0.18493345,0.0049797148,-0.30682674,0.0052270037,-0.15786135,0.005128719,0.073255144,0.002242758,0.092091754,0.0021287631,0.13415585,0.0029912395,0.17399898,0.004791291,0.2529456,0.0063897604,0.3477713,0.0082775215,0.29440925,0.008074009,0.0017198415,7.1109345e-05
7,2018-05-29,0.16497879,0.0043321922,-0.28166512,0.005221751,-0.14497693,0.00361062,0.07088763,0.0013628257,0.09969345,0.0031247772,0.1503779,0.004155764,0.19232768,0.005681967,0.2682791,0.006499839,0.3592653,0.00862539,0.29185522,0.0079688355,0.0017079049,7.2234616e-05
8,2018-06-01,0.1664261,0.00498912,-0.28242734,0.004312217,-0.12853152,0.0029305492,0.072149664,0.0006877004,0.10157359,0.0023615141,0.15399112,0.0033546,0.19668078,0.0046656043,0.27519393,0.005200996,0.35636163,0.0065231314,0.2996659,0.0064330706,0.0018890963,6.969472e-05
9,2018-06-05,,,,,,,,,,,,,,,,,,,,,,
10,2018-06-09,,,,,,,,,,,,,,,,,,,,,,
11,2018-06-13,0.19386631,0.009431474,-0.30174458,0.007624249,-0.14844055,0.0033361497,0.08459601,0.008127042,0.106991656,0.0027164265,0.15686265,0.0033692962,0.19747087,0.00461246,0.29239362,0.0027404567,0.39433023,0.0033380664,0.33038333,0.004424982,0.0022031204,6.3199404e-05
12,2018-06-17,0.18304466,0.0035181367,-0.26760614,0.0033815452,-0.14396037,0.005556527,0.066152334,0.0020041408,0.091981314,0.0023852522,0.14205578,0.003340858,0.16978621,0.004014419,0.24586363,0.0058582276,0.32856146,0.0077176755,0.27087423,0.007241494,0.0014679196,0.00017426569
13,2018-06-21,,,,,,,,,,,,,,,,,,,,,,
14,2018-06-25,,,,,,,,,,,,,,,,,,,,,,
15,2018-06-29,,,,,,,,,,,,,,,,,,,,,,
16,2018-07-01,,,,,,,,,,,,,,,,,,,,,,
17,2018-07-05,0.23586082,0.0033644668,-0.32021758,0.002962267,-0.1587733,0.0035266334,0.063471824,0.0014252854,0.0793505,0.0016581557,0.1191751,0.00248827,0.14310773,0.0031741688,0.23144591,0.0043117874,0.31879961,0.005720439,0.24853508,0.005735624,0.0026021556,7.5888645e-05
18,2018-07-09,0.23586082,0.0033644668,-0.32021758,0.002962267,-0.1587733,0.0035266334,0.063471824,0.0014252854,0.0793505,0.0016581557,0.1191751,0.00248827,0.14310773,0.0031741688,0.23144591,0.0043117874,0.31879961,0.005720439,0.24853508,0.005735624,0.0026021556,7.5888645e-05
19,2018-07-13,,,,,,,,,,,,,,,,,,,,,,
20,2018-07-17,,,,,,,,,,,,,,,,,,,,,,
21,2018-07-21,,,,,,,,,,,,,,,,,,,,,,
22,2018-07-25,,,,,,,,,,,,,,,,,,,,,,
23,2018-07-29,,,,,,,,,,,,,,,,,,,,,,
24,2018-08-01,,,,,,,,,,,,,,,,,,,,,,
25,2018-08-05,,,,,,,,,,,,,,,,,,,,,,
26,2018-08-09,,,,,,,,,,,,,,,,,,,,,,
27,2018-08-13,,,,,,,,,,,,,,,,,,,,,,
28,2018-08-17,,,,,,,,,,,,,,,,,,,,,,
29,2018-08-21,,,,,,,,,,,,,,,,,,,,,,
30,2018-08-25,,,,,,,,,,,,,,,,,,,,,,
31,2018-08-29,,,,,,,,,,,,,,,,,,,,,,
32,2018-09-01,,,,,,,,,,,,,,,,,,,,,,
33,2018-09-05,,,,,,,,,,,,,,,,,,,,,,
34,2018-09-09,,,,,,,,,,,,,,,,,,,,,,
35,2018-09-13,0.72784925,0.027886353,-0.65497285,0.015628513,0.24978589,0.026761252,0.025172524,0.016852077,0.027335797,0.002417336,0.0691676,0.0034674008,0.052155875,0.0042301635,0.33301124,0.029713884,0.19961195,0.0154362945,0.099881224,0.011455093,0.0015135104,0.0001378349
36,2018-09-17,0.72784925,0.027886353,-0.65497285,0.015628513,0.24978589,0.026761252,0.025172524,0.016852077,0.027335797,0.002417336,0.0691676,0.0034674008,0.052155875,0.0042301635,0.33301124,0.029713884,0.19961195,0.0154362945,0.099881224,0.011455093,0.0015135104,0.0001378349
37,2018-09-21,,,,,,,,,,,,,,,,,,,,,,
38,2018-09-25,0.5739037,0.05523949,-0.5450773,0.038454477,0.068745784,0.0463262,0.041012023,0.0009549106,0.04930149,0.002855046,0.084645815,0.0047110566,0.077801466,0.008444797,0.28875095,0.020708082,0.25103194,0.008779671,0.15450498,0.013264465,0.0011261598,4.4066517e-05
39,2018-09-29,0.47478163,0.08419049,-0.50725085,0.052168705,-0.011149696,0.063233495,0.049626023,0.00088828214,0.05984619,0.006871194,0.09296768,0.007298912,0.101545006,0.015742524,0.28559288,0.019106105,0.2919679,0.018255798,0.2017859,0.0246276,0.0013611404,0.00012144162
40,2018-10-01,0.47478163,0.08419049,-0.50725085,0.052168705,-0.011149696,0.063233495,0.049626023,0.00088828214,0.05984619,0.006871194,0.09296768,0.007298912,0.101545006,0.015742524,0.28559288,0.019106105,0.2919679,0.018255798,0.2017859,0.0246276,0.0013611404,0.00012144162
41,2018-10-05,0.42217276,0.06784147,-0.46600148,0.050627083,-0.027766582,0.065519996,0.054620687,0.004650138,0.06672304,0.006059473,0.10063466,0.0069024027,0.112420596,0.012134041,0.27740905,0.019392705,0.29334825,0.020996328,0.21105146,0.030124558,0.0010243569,0.00013598
42,2018-10-09,0.3356483,0.04351571,-0.41884,0.032040723,-0.09713197,0.039036114,0.05147233,0.0010586273,0.06711815,0.0032026023,0.100769736,0.0038719694,0.122439675,0.007189196,0.24707821,0.02142007,0.29970405,0.017480189,0.22303768,0.013846172,0.0016079835,7.291693e-05
43,2018-10-13,0.24355792,0.009670251,-0.34925798,0.012307954,-0.15620604,0.008197707,0.053309567,0.0015110138,0.07076503,0.0026063183,0.10441313,0.003957123,0.13176154,0.0064525246,0.21667062,0.0117536,0.29671547,0.011887611,0.2407284,0.00817134,0.0014125219,6.507262e-05
44,2018-10-17,0.24355792,0.009670251,-0.34925798,0.012307954,-0.15620604,0.008197707,0.053309567,0.0015110138,0.07076503,0.0026063183,0.10441313,0.003957123,0.13176154,0.0064525246,0.21667062,0.0117536,0.29671547,0.011887611,0.2407284,0.00817134,0.0014125219,6.507262e-05
45,2018-10-21,0.23077264,0.0077233547,-0.33918542,0.0056564077,-0.14314449,0.010887505,0.05165557,0.002095352,0.06540479,0.0032435586,0.093610376,0.0051953243,0.11864198,0.0077923923,0.18970184,0.010267122,0.25342935,0.018785808,0.20514941,0.022063376,0.0014516831,4.9962324e-05
46,2018-10-25,0.22621219,0.009924489,-0.31367755,0.008993252,-0.13273588,0.0111056585,0.046916477,0.0036374845,0.06328868,0.0036213964,0.09723842,0.0041581993,0.117466286,0.0053552366,0.18606086,0.005957334,0.24314824,0.011009885,0.19566315,0.013712436,0.00091025233,0.00011168581
47,2018-10-29,,,,,,,,,,,,,,,,,,,,,,
48,2018-11-01,,,,,,,,,,,,,,,,,,,,,,
49,2018-11-05,0.23589313,0.006773052,-0.32558692,0.0052019884,-0.135847,0.007367095,0.04604534,0.001804436,0.070844926,0.00361718,0.11075586,0.0035489213,0.13458711,0.0041156546,0.21764128,0.0049267253,0.28607646,0.0065770345,0.24073839,0.008268531,0.0014384454,0.00011589187
50,2018-11-09,0.2817171,0.014866404,-0.35996825,0.008367793,-0.1087048,0.01246831,0.049709633,0.0002879744,0.06959662,0.0036866465,0.10455147,0.0059424397,0.124417715,0.005710473,0.22211191,0.011592325,0.27606767,0.008884458,0.224972,0.0074788975,0.0010882177,6.395782e-05
51,2018-11-13,0.3866777,0.0393281,-0.416204,0.021092176,-0.025862241,0.038926564,0.04479313,0.00046730353,0.06277712,0.0033132143,0.10047506,0.007076279,0.107495934,0.004185491,0.24464245,0.026006179,0.2564651,0.011811059,0.19083306,0.011544385,0.0012026748,7.639078e-05
52,2018-11-17,,,,,,,,,,,,,,,,,,,,,,
53,2018-11-21,,,,,,,,,,,,,,,,,,,,,,
54,2018-11-25,0.6434403,0.086202286,-0.56769985,0.040587623,0.2325295,0.08836091,0.029205034,0.002661896,0.041332927,0.005018638,0.08647771,0.0037709163,0.06733012,0.0118051395,0.31739098,0.04274712,0.19553201,0.013553653,0.11657004,0.020138795,0.0032885547,0.00015896904
55,2018-11-29,0.675705,0.08382655,-0.61429274,0.050140247,0.27583098,0.09124363,0.028248496,0.0013341535,0.037807494,0.0050193695,0.07749252,0.0058308044,0.061939955,0.0112268515,0.33044252,0.054121982,0.18463267,0.015091716,0.104723975,0.0193651,0.0014795541,7.287557e-05
56,2019-05-01,0.17725791,0.007964469,-0.30948472,0.007893736,-0.13184634,0.0049131075,0.06963457,0.00047144623,0.1004835,0.002175825,0.15101647,0.002438415,0.2001552,0.003513573,0.2863877,0.0037100285,0.3733671,0.0041693226,0.30384374,0.005817964,0.0018472946,4.9911756e-05
57,2019-05-05,0.17725791,0.007964469,-0.30948472,0.007893736,-0.13184634,0.0049131075,0.06963457,0.00047144623,0.1004835,0.002175825,0.15101647,0.002438415,0.2001552,0.003513573,0.2863877,0.0037100285,0.3733671,0.0041693226,0.30384374,0.005817964,0.0018472946,4.9911756e-05
58,2019-05-09,0.17776003,0.01184912,-0.30877346,0.012103861,-0.13034207,0.009568711,0.07091041,0.0029663302,0.100908,0.008441349,0.15128972,0.010874379,0.19999452,0.014366697,0.28621432,0.016653743,0.37170607,0.01570728,0.30489495,0.012069974,0.0016027217,6.645741e-05
59,2019-05-13,0.17782311,0.009703992,-0.30420005,0.0092640985,-0.12949115,0.010421895,0.06829761,0.0028343494,0.09906222,0.0068307086,0.14969178,0.008691956,0.19590199,0.011992147,0.28043216,0.013257473,0.36365885,0.01193319,0.29089558,0.009595015,0.0015912639,7.148427e-05
60,2019-05-17,0.17394929,0.00609887,-0.2793836,0.006175083,-0.13302626,0.009436435,0.074230105,0.0040932363,0.10111611,0.0054767476,0.15182741,0.008425356,0.18972404,0.01138446,0.26955274,0.0147575345,0.35211003,0.015943548,0.2867497,0.013185095,0.0012677901,0.0001603825
61,2019-05-21,0.17394929,0.00609887,-0.2793836,0.006175083,-0.13302626,0.009436435,0.074230105,0.0040932363,0.10111611,0.0054767476,0.15182741,0.008425356,0.18972404,0.01138446,0.26955274,0.0147575345,0.35211003,0.015943548,0.2867497,0.013185095,0.0012677901,0.0001603825
62,2019-05-25,0.1746721,0.011677941,-0.30258918,0.012694753,-0.14177714,0.005207825,0.06500221,0.002275777,0.09524494,0.0067617516,0.14573786,0.008275947,0.19123565,0.010395137,0.2719955,0.010536244,0.36177897,0.011675437,0.29497623,0.010502789,0.0018899001,6.25605e-05
63,2019-05-29,,,,,,,,,,,,,,,,,,,,,,
64,2019-06-01,0.17241922,0.0093162265,-0.29071042,0.008368213,-0.12446429,0.011752343,0.07297396,0.0028841686,0.103725836,0.006456114,0.15618438,0.009372643,0.20073457,0.013834557,0.28425607,0.01752041,0.36467117,0.013810368,0.29667756,0.008085203,0.001401574,7.262898e-05
