,Month,NDVI_mean,NDVI_std,NDWI_mean,NDWI_std,NDMI_mean,NDMI_std,Band_4_mean,Band_4_std,Band_5_mean,Band_5_std,Band_6_mean,Band_6_std,Band_7_mean,Band_7_std,Band_8_mean,Band_8_std,Band_9_mean,Band_9_std,Band_10_mean,Band_10_std,Band_11_mean,Band_11_std
0,2018-05-01,0.2948687,0.0883404,-0.3958413,0.06102633,-0.023275655,0.07205209,0.061281428,0.0095319,0.08657518,0.011981949,0.14406815,0.01578735,0.18224615,0.028809398,0.33253354,0.015045172,0.35019717,0.03786973,0.26666293,0.045811128,0.001590257,8.8510256e-05
1,2018-05-05,0.24870645,0.060437348,-0.36980367,0.03925387,-0.06169701,0.041739073,0.060871348,0.003003101,0.09038664,0.008057374,0.14582506,0.0097773895,0.19122732,0.019764455,0.31688106,0.0097558675,0.35907075,0.020823281,0.27699062,0.026349962,0.0016879824,6.542393e-05
2,2018-05-09,0.36737326,0.10065079,-0.4607184,0.062222943,-0.005616621,0.05442377,0.059758402,0.004438973,0.0758665,0.013232232,0.12830655,0.017655795,0.16225266,0.034078803,0.3463446,0.010902977,0.35145393,0.030798519,0.25926572,0.0378359,0.0018106023,6.661758e-05
3,2018-05-13,0.21826813,0.044248845,-0.33622736,0.0312346,-0.056774702,0.032776397,0.060628254,0.0022450453,0.09906135,0.0067924443,0.16306677,0.0077020917,0.21089241,0.014549601,0.32830212,0.009353661,0.3680356,0.015132458,0.28203332,0.021607421,0.0021896597,5.997768e-05
4,2018-05-17,0.2662761,0.06987753,-0.38222605,0.04788459,-0.055620503,0.049236678,0.05807305,0.0051628468,0.08737195,0.0099201035,0.1436108,0.011380516,0.18681271,0.02207558,0.3213408,0.013115308,0.3597466,0.02331554,0.2745876,0.030312343,0.002220337,6.0294104e-05
5,2018-05-21,0.28947103,0.08598578,-0.41124374,0.05696362,-0.060260516,0.05415492,0.061591502,0.002350063,0.084237784,0.009767856,0.1366449,0.013083669,0.1813657,0.026033964,0.3277367,0.01720439,0.37015852,0.02383356,0.2864461,0.033180118,0.0015958918,0.00010658426
6,2018-05-25,0.28947103,0.08598578,-0.41124374,0.05696362,-0.060260516,0.05415492,0.061591502,0.002350063,0.084237784,0.009767856,0.1366449,0.013083669,0.1813657,0.026033964,0.3277367,0.01720439,0.37015852,0.02383356,0.2864461,0.033180118,0.0015958918,0.00010658426
7,2018-05-29,0.24421473,0.06449339,-0.36072844,0.045542724,-0.05391823,0.041234963,0.06161992,0.003953443,0.09572333,0.009698846,0.15680042,0.01201021,0.20327535,0.021869076,0.33363974,0.011691848,0.37202278,0.019572074,0.2774806,0.025733538,0.0016302107,6.755255e-05
8,2018-06-01,0.23837127,0.05917674,-0.35852727,0.04325833,-0.06335084,0.038896788,0.06667194,0.0037584922,0.09830543,0.008405875,0.1572028,0.010367363,0.20516048,0.018691404,0.33305383,0.013160214,0.37824142,0.016524525,0.29812244,0.024187371,0.0019208466,7.073729e-05
9,2018-06-05,,,,,,,,,,,,,,,,,,,,,,
10,2018-06-09,,,,,,,,,,,,,,,,,,,,,,
11,2018-06-13,0.24653123,0.055742107,-0.36296403,0.036526065,-0.07261176,0.034642637,0.065038696,0.004440322,0.095543765,0.0059916712,0.1530847,0.008995218,0.19837849,0.017969623,0.32761848,0.012298757,0.37903288,0.015406316,0.29347023,0.0220452,0.0020939682,2.5038355e-05
12,2018-06-17,0.2350645,0.037787147,-0.32746938,0.026297726,-0.0634799,0.035347443,0.06832976,0.0050061196,0.09967457,0.0063804057,0.16299891,0.008978837,0.19949503,0.015044233,0.32147792,0.0059688156,0.36585099,0.024053356,0.2769887,0.025275981,0.0012695496,0.00021058456
13,2018-06-21,,,,,,,,,,,,,,,,,,,,,,
14,2018-06-25,,,,,,,,,,,,,,,,,,,,,,
15,2018-06-29,,,,,,,,,,,,,,,,,,,,,,
16,2018-07-01,,,,,,,,,,,,,,,,,,,,,,
17,2018-07-05,0.25979722,0.039988156,-0.35668492,0.028351557,-0.11442994,0.03422601,0.054349784,0.0036307806,0.072041824,0.0032884784,0.115362555,0.00331521,0.14301379,0.0067385514,0.2436164,0.011015189,0.30647203,0.008533167,0.23491801,0.013073622,0.0030461198,5.377926e-05
18,2018-07-09,0.25979722,0.039988156,-0.35668492,0.028351557,-0.11442994,0.03422601,0.054349784,0.0036307806,0.072041824,0.0032884784,0.115362555,0.00331521,0.14301379,0.0067385514,0.2436164,0.011015189,0.30647203,0.008533167,0.23491801,0.013073622,0.0030461198,5.377926e-05
19,2018-07-13,,,,,,,,,,,,,,,,,,,,,,
20,2018-07-17,,,,,,,,,,,,,,,,,,,,,,
21,2018-07-21,,,,,,,,,,,,,,,,,,,,,,
22,2018-07-25,,,,,,,,,,,,,,,,,,,,,,
23,2018-07-29,,,,,,,,,,,,,,,,,,,,,,
24,2018-08-01,,,,,,,,,,,,,,,,,,,,,,
