,Month,NDVI_mean,NDVI_std,NDWI_mean,NDWI_std,NDMI_mean,NDMI_std,Band_4_mean,Band_4_std,Band_5_mean,Band_5_std,Band_6_mean,Band_6_std,Band_7_mean,Band_7_std,Band_8_mean,Band_8_std,Band_9_mean,Band_9_std,Band_10_mean,Band_10_std,Band_11_mean,Band_11_std
0,2018-05-01,0.18508203,0.007023614,-0.28230613,0.0056000417,-0.13997504,0.003445115,0.07831286,0.0027203404,0.10171906,0.0034496395,0.14864351,0.005030209,0.18264054,0.0066430983,0.26549783,0.006052423,0.35194778,0.0087945275,0.29547548,0.009175611,0.0017990122,0.00015273616
1,2018-05-05,0.19229506,0.005320582,-0.3041049,0.0046904767,-0.1523925,0.0055308794,0.07162719,0.0045007123,0.09408682,0.0028239433,0.13756356,0.0039178138,0.17464851,0.005238464,0.25774795,0.0052529015,0.3504018,0.0054386035,0.29023096,0.0067519564,0.0017953361,8.118033e-05
2,2018-05-09,0.18908702,0.0074715926,-0.30116534,0.0065751034,-0.1647072,0.004090535,0.08350947,0.0024804715,0.10412444,0.00392645,0.14853804,0.0048126304,0.18862376,0.0066667236,0.27648023,0.005915632,0.38556784,0.009642163,0.3281463,0.010712409,0.0018609399,7.5667194e-05
3,2018-05-13,0.16467819,0.003522045,-0.2698451,0.0034150367,-0.12739818,0.0026165992,0.07606584,0.0014642401,0.109074675,0.0020023012,0.16334972,0.0026335171,0.20375408,0.003282992,0.28406414,0.0027745308,0.36702707,0.004722218,0.30068028,0.0057556955,0.0020785197,8.1860955e-05
4,2018-05-17,0.18520662,0.005673597,-0.29893637,0.005608778,-0.1604611,0.003724845,0.074018046,0.0057352292,0.09844859,0.0036087031,0.14574102,0.0037151703,0.18563642,0.0047822213,0.26997685,0.0043730685,0.37319633,0.007345516,0.31093156,0.007948327,0.0019586156,9.117908e-05
5,2018-05-21,0.18632904,0.005316165,-0.30322888,0.0042067254,-0.16451293,0.00282476,0.08177003,0.0013628125,0.10274707,0.0025241429,0.1466059,0.0036232779,0.18808392,0.005127953,0.27416778,0.004757261,0.3821577,0.007252784,0.32609802,0.008774609,0.0017597025,7.612808e-05
6,2018-05-25,0.18632904,0.005316165,-0.30322888,0.0042067254,-0.16451293,0.00282476,0.08177003,0.0013628125,0.10274707,0.0025241429,0.1466059,0.0036232779,0.18808392,0.005127953,0.27416778,0.004757261,0.3821577,0.007252784,0.32609802,0.008774609,0.0017597025,7.612808e-05
7,2018-05-29,0.16667126,0.0065088896,-0.27552256,0.0065281275,-0.1474015,0.0030295828,0.08197483,0.0020301891,0.11107534,0.003589876,0.16274357,0.004810879,0.20466913,0.00607651,0.28645587,0.004892368,0.38554123,0.007995277,0.31567648,0.008246832,0.001630078,9.201764e-05
8,2018-06-01,0.16829811,0.005241721,-0.27917662,0.0064154803,-0.14423136,0.004071602,0.07711262,0.0021130247,0.1061146,0.0036936493,0.15627687,0.004709927,0.19742474,0.005595254,0.27727148,0.005606836,0.37071013,0.0059819873,0.31267318,0.0061776815,0.0019385896,6.0302555e-05
9,2018-06-05,,,,,,,,,,,,,,,,,,,,,,
10,2018-06-09,,,,,,,,,,,,,,,,,,,,,,
11,2018-06-13,0.18910445,0.007079181,-0.30381957,0.007690246,-0.1644162,0.0059592426,0.07114489,0.0035414605,0.0918995,0.002559675,0.13514237,0.004084446,0.1726098,0.00554019,0.25307965,0.0066900733,0.35259414,0.0051995353,0.29249948,0.0034047628,0.0020686653,4.812736e-05
12,2018-06-17,0.17316122,0.004540139,-0.26115224,0.0051149726,-0.14039424,0.0047373944,0.0756804,0.0018856254,0.101436555,0.0020953417,0.152017,0.0027696034,0.18288347,0.003113308,0.2594714,0.0042084344,0.34419358,0.0039653103,0.28034526,0.0032449784,0.0013387508,0.00010372177
13,2018-06-21,,,,,,,,,,,,,,,,,,,,,,
14,2018-06-25,,,,,,,,,,,,,,,,,,,,,,
15,2018-06-29,,,,,,,,,,,,,,,,,,,,,,
16,2018-07-01,,,,,,,,,,,,,,,,,,,,,,
17,2018-07-05,0.19996567,0.008535966,-0.3006911,0.0077872723,-0.1885109,0.0035977243,0.058850292,0.00081062387,0.07604876,0.0017197554,0.11381133,0.0019563588,0.14113592,0.0023060397,0.21168046,0.0017207329,0.3100052,0.0014391273,0.24454519,0.0023545688,0.0031364802,8.189506e-05
18,2018-07-09,0.19996567,0.008535966,-0.3006911,0.0077872723,-0.1885109,0.0035977243,0.058850292,0.00081062387,0.07604876,0.0017197554,0.11381133,0.0019563588,0.14113592,0.0023060397,0.21168046,0.0017207329,0.3100052,0.0014391273,0.24454519,0.0023545688,0.0031364802,8.189506e-05
19,2018-07-13,,,,,,,,,,,,,,,,,,,,,,
20,2018-07-17,,,,,,,,,,,,,,,,,,,,,,
21,2018-07-21,,,,,,,,,,,,,,,,,,,,,,
22,2018-07-25,,,,,,,,,,,,,,,,,,,,,,
23,2018-07-29,,,,,,,,,,,,,,,,,,,,,,
24,2018-08-01,,,,,,,,,,,,,,,,,,,,,,
25,2018-08-05,,,,,,,,,,,,,,,,,,,,,,
26,2018-08-09,,,,,,,,,,,,,,,,,,,,,,
27,2018-08-13,,,,,,,,,,,,,,,,,,,,,,
28,2018-08-17,,,,,,,,,,,,,,,,,,,,,,
29,2018-08-21,,,,,,,,,,,,,,,,,,,,,,
30,2018-08-25,,,,,,,,,,,,,,,,,,,,,,
31,2018-08-29,,,,,,,,,,,,,,,,,,,,,,
32,2018-09-01,,,,,,,,,,,,,,,,,,,,,,
33,2018-09-05,,,,,,,,,,,,,,,,,,,,,,
34,2018-09-09,,,,,,,,,,,,,,,,,,,,,,
