,Month,NDVI_mean,NDVI_std,NDWI_mean,NDWI_std,NDMI_mean,NDMI_std,Band_4_mean,Band_4_std,Band_5_mean,Band_5_std,Band_6_mean,Band_6_std,Band_7_mean,Band_7_std,Band_8_mean,Band_8_std,Band_9_mean,Band_9_std,Band_10_mean,Band_10_std,Band_11_mean,Band_11_std
0,2018-05-01,0.16449244,0.01611977,-0.27029896,0.012782259,-0.14374264,0.013730377,0.07520107,0.0032586423,0.10078037,0.0041716937,0.15981725,0.0059208805,0.19968212,0.008906888,0.27819467,0.008758039,0.37169772,0.014013158,0.31646395,0.015544087,0.0017167229,0.000109979104
1,2018-05-05,0.17062627,0.007475724,-0.29217842,0.0066923923,-0.14701316,0.005918968,0.06844058,0.002342778,0.09646579,0.0029423935,0.15126614,0.0042805723,0.19566573,0.0061407653,0.2761269,0.0067196903,0.37133017,0.009809274,0.30834574,0.010648861,0.0019441053,6.0083865e-05
2,2018-05-09,0.18240505,0.015356431,-0.3024874,0.011513075,-0.16961415,0.012845729,0.073311694,0.0017150639,0.09370876,0.0030110164,0.14503759,0.0045507275,0.18729603,0.006554102,0.2708209,0.0069453004,0.38146517,0.009418965,0.32217416,0.011392204,0.0018467804,4.9899987e-05
3,2018-05-13,0.15547127,0.005940611,-0.27399567,0.004388366,-0.12132711,0.0040869415,0.069234475,0.0018721091,0.10467696,0.0019286551,0.16865458,0.0031577945,0.21632622,0.004834825,0.2959516,0.005169281,0.3777067,0.007912182,0.30685,0.008120431,0.0022261897,6.321927e-05
4,2018-05-17,0.16672194,0.00952582,-0.28384355,0.006196975,-0.1509505,0.007665714,0.070732266,0.0023611216,0.099606566,0.0028441453,0.1559639,0.0038841895,0.19973037,0.00647535,0.27957803,0.0059355036,0.37906328,0.010741415,0.31466356,0.011771811,0.002277013,0.00014756455
5,2018-05-21,0.1771792,0.010064469,-0.30550084,0.007264057,-0.17137903,0.007716318,0.07340129,0.0005958379,0.09386832,0.0020391298,0.14526898,0.0030273395,0.19089244,0.0048286985,0.27306917,0.0047854176,0.3860424,0.0074553583,0.3275267,0.009385854,0.001751578,4.9985552e-05
6,2018-05-25,0.1771792,0.010064469,-0.30550084,0.007264057,-0.17137903,0.007716318,0.07340129,0.0005958379,0.09386832,0.0020391298,0.14526898,0.0030273395,0.19089244,0.0048286985,0.27306917,0.0047854176,0.3860424,0.0074553583,0.3275267,0.009385854,0.001751578,4.9985552e-05
7,2018-05-29,0.16083749,0.010814081,-0.27466986,0.008802524,-0.14362997,0.0083531765,0.073365465,0.0014774908,0.10416744,0.0025412939,0.16431905,0.0039998656,0.20877016,0.0057399995,0.28874344,0.0048361127,0.38562027,0.0073346603,0.31084067,0.008807053,0.0018432973,5.8129197e-05
8,2018-06-01,0.15741661,0.0074756728,-0.2757548,0.0061021145,-0.14209111,0.005973933,0.07526006,0.0013361084,0.10489899,0.002095859,0.16460098,0.0034033754,0.21108922,0.004820602,0.2899239,0.0044735214,0.38599122,0.007332637,0.32301143,0.008196242,0.0021312407,5.3394768e-05
9,2018-06-05,,,,,,,,,,,,,,,,,,,,,,
10,2018-06-09,,,,,,,,,,,,,,,,,,,,,,
11,2018-06-13,,,,,,,,,,,,,,,,,,,,,,
12,2018-06-17,0.21139956,0.010357754,-0.3020388,0.0072546783,-0.12060028,0.0060014017,0.07380851,0.0015303646,0.10126758,0.0018696501,0.16484608,0.0030950163,0.20021167,0.0049047815,0.30747834,0.00178513,0.39184985,0.0052925646,0.3052644,0.006700261,0.001492772,0.00011310052
13,2018-06-21,,,,,,,,,,,,,,,,,,,,,,
14,2018-06-25,,,,,,,,,,,,,,,,,,,,,,
15,2018-06-29,,,,,,,,,,,,,,,,,,,,,,
16,2018-07-01,,,,,,,,,,,,,,,,,,,,,,
17,2018-07-05,0.205743,0.017545959,-0.31360158,0.012505187,-0.15832593,0.015899805,0.06145146,0.008579047,0.082647935,0.004142797,0.13218178,0.005851171,0.16674447,0.009719218,0.2529541,0.010417012,0.34795544,0.008261433,0.27107233,0.009790469,0.002884482,8.467797e-05
18,2018-07-09,0.205743,0.017545959,-0.31360158,0.012505187,-0.15832593,0.015899805,0.06145146,0.008579047,0.082647935,0.004142797,0.13218178,0.005851171,0.16674447,0.009719218,0.2529541,0.010417012,0.34795544,0.008261433,0.27107233,0.009790469,0.002884482,8.467797e-05
19,2018-07-13,,,,,,,,,,,,,,,,,,,,,,
20,2018-07-17,,,,,,,,,,,,,,,,,,,,,,
21,2018-07-21,,,,,,,,,,,,,,,,,,,,,,
22,2018-07-25,,,,,,,,,,,,,,,,,,,,,,
23,2018-07-29,,,,,,,,,,,,,,,,,,,,,,
24,2018-08-01,,,,,,,,,,,,,,,,,,,,,,
25,2018-08-05,,,,,,,,,,,,,,,,,,,,,,
26,2018-08-09,,,,,,,,,,,,,,,,,,,,,,
27,2018-08-13,,,,,,,,,,,,,,,,,,,,,,
28,2018-08-17,,,,,,,,,,,,,,,,,,,,,,
29,2018-08-21,,,,,,,,,,,,,,,,,,,,,,
30,2018-08-25,,,,,,,,,,,,,,,,,,,,,,
31,2018-08-29,,,,,,,,,,,,,,,,,,,,,,
32,2018-09-01,,,,,,,,,,,,,,,,,,,,,,
33,2018-09-05,,,,,,,,,,,,,,,,,,,,,,
34,2018-09-09,,,,,,,,,,,,,,,,,,,,,,
