,Month,NDVI_mean,NDVI_std,NDWI_mean,NDWI_std,NDMI_mean,NDMI_std,Band_4_mean,Band_4_std,Band_5_mean,Band_5_std,Band_6_mean,Band_6_std,Band_7_mean,Band_7_std,Band_8_mean,Band_8_std,Band_9_mean,Band_9_std,Band_10_mean,Band_10_std,Band_11_mean,Band_11_std
0,2018-05-01,,,,,,,,,,,,,,,,,,,,,,
1,2018-05-05,0.16839509,0.007187795,-0.2855124,0.005743918,-0.14426239,0.0071927053,0.079325,0.0011543145,0.10816057,0.0022971008,0.16575581,0.0028091434,0.21224506,0.0018904209,0.29823044,0.004504613,0.39874235,0.00087319966,0.3329535,0.0029977493,0.0018474665,5.2594056e-05
2,2018-05-09,,,,,,,,,,,,,,,,,,,,,,
3,2018-05-13,,,,,,,,,,,,,,,,,,,,,,
4,2018-05-17,,,,,,,,,,,,,,,,,,,,,,
5,2018-05-21,,,,,,,,,,,,,,,,,,,,,,
6,2018-05-25,,,,,,,,,,,,,,,,,,,,,,
7,2018-05-29,,,,,,,,,,,,,,,,,,,,,,
8,2018-06-01,,,,,,,,,,,,,,,,,,,,,,
9,2018-06-05,,,,,,,,,,,,,,,,,,,,,,
10,2018-06-09,,,,,,,,,,,,,,,,,,,,,,
11,2018-06-13,,,,,,,,,,,,,,,,,,,,,,
12,2018-06-17,0.16539827,0.0053916546,-0.2631874,0.01019094,-0.16106519,0.004448439,0.07649918,0.0017097146,0.101633,0.0030439624,0.15810339,0.004870842,0.19408128,0.0044218847,0.2710336,0.0071822912,0.37508014,0.008629692,0.31145507,0.006164804,0.001482736,9.140152e-05
13,2018-06-21,,,,,,,,,,,,,,,,,,,,,,
14,2018-06-25,,,,,,,,,,,,,,,,,,,,,,
15,2018-06-29,,,,,,,,,,,,,,,,,,,,,,
16,2018-07-01,,,,,,,,,,,,,,,,,,,,,,
17,2018-07-05,0.1924911,0.008617715,-0.2986132,0.009442612,-0.17433481,0.008462064,0.06764112,0.0049218726,0.08747377,0.0039964495,0.13553792,0.004693672,0.16986594,0.0031304993,0.25090924,0.007005711,0.35676846,0.004821234,0.2849079,0.0025732021,0.0028956092,5.7022353e-05
18,2018-07-09,0.1924911,0.008617715,-0.2986132,0.009442612,-0.17433481,0.008462064,0.06764112,0.0049218726,0.08747377,0.0039964495,0.13553792,0.004693672,0.16986594,0.0031304993,0.25090924,0.007005711,0.35676846,0.004821234,0.2849079,0.0025732021,0.0028956092,5.7022353e-05
19,2018-07-13,,,,,,,,,,,,,,,,,,,,,,
20,2018-07-17,,,,,,,,,,,,,,,,,,,,,,
21,2018-07-21,,,,,,,,,,,,,,,,,,,,,,
22,2018-07-25,,,,,,,,,,,,,,,,,,,,,,
23,2018-07-29,,,,,,,,,,,,,,,,,,,,,,
24,2018-08-01,,,,,,,,,,,,,,,,,,,,,,
25,2018-08-05,,,,,,,,,,,,,,,,,,,,,,
26,2018-08-09,,,,,,,,,,,,,,,,,,,,,,
27,2018-08-13,,,,,,,,,,,,,,,,,,,,,,
28,2018-08-17,,,,,,,,,,,,,,,,,,,,,,
29,2018-08-21,,,,,,,,,,,,,,,,,,,,,,
30,2018-08-25,,,,,,,,,,,,,,,,,,,,,,
31,2018-08-29,,,,,,,,,,,,,,,,,,,,,,
32,2018-09-01,,,,,,,,,,,,,,,,,,,,,,
33,2018-09-05,,,,,,,,,,,,,,,,,,,,,,
34,2018-09-09,,,,,,,,,,,,,,,,,,,,,,
35,2018-09-13,,,,,,,,,,,,,,,,,,,,,,
36,2018-09-17,,,,,,,,,,,,,,,,,,,,,,
37,2018-09-21,,,,,,,,,,,,,,,,,,,,,,
38,2018-09-25,0.50558984,0.02138657,-0.50577575,0.014650784,-0.036325425,0.019020848,0.050960056,0.00037842046,0.052162368,0.0025564623,0.07993184,0.0041178702,0.08004588,0.0059387265,0.24355726,0.011032601,0.26186398,0.01031979,0.17058349,0.011148907,0.0012803025,7.090874e-05
