,Month,NDVI_mean,NDVI_std,NDWI_mean,NDWI_std,NDMI_mean,NDMI_std,Band_4_mean,Band_4_std,Band_5_mean,Band_5_std,Band_6_mean,Band_6_std,Band_7_mean,Band_7_std,Band_8_mean,Band_8_std,Band_9_mean,Band_9_std,Band_10_mean,Band_10_std,Band_11_mean,Band_11_std
0,2018-05-01,,,,,,,,,,,,,,,,,,,,,,
1,2018-05-05,,,,,,,,,,,,,,,,,,,,,,
2,2018-05-09,,,,,,,,,,,,,,,,,,,,,,
3,2018-05-13,,,,,,,,,,,,,,,,,,,,,,
4,2018-05-17,0.14951861,0.0012635372,-0.29219255,0.00195252,-0.16102576,0.002693719,0.07826076,0.0008765817,0.100022264,0.0007076797,0.1570392,0.0011907862,0.21211717,0.0019596713,0.28669816,0.0024970474,0.39674306,0.002196964,0.33438715,0.0024592306,0.002199965,3.4924597e-08
5,2018-05-21,0.15822273,0.002055273,-0.30231085,0.0029604249,-0.17993908,0.0036637394,0.08186168,0.000718627,0.095788896,0.0008596483,0.14662199,0.001890701,0.19892707,0.0035836536,0.27370173,0.0045060934,0.3937845,0.004157747,0.34068775,0.0040640803,0.0018815151,3.884226e-05
6,2018-05-25,0.15822273,0.002055273,-0.30231085,0.0029604249,-0.17993908,0.0036637394,0.08186168,0.000718627,0.095788896,0.0008596483,0.14662199,0.001890701,0.19892707,0.0035836536,0.27370173,0.0045060934,0.3937845,0.004157747,0.34068775,0.0040640803,0.0018815151,3.884226e-05
7,2018-05-29,0.13818347,0.0012317123,-0.27419645,0.0012083248,-0.16247156,0.0016295274,0.083754495,0.00024488175,0.10436311,0.00041804838,0.16316338,0.0008879543,0.2168933,0.0014632008,0.28644574,0.0017721499,0.3975765,0.0016167925,0.32899573,0.0016536285,0.00186096,4.8782083e-05
8,2018-06-01,0.14319219,0.0019304436,-0.27557227,0.0018208371,-0.14675653,0.0014269898,0.08765149,0.00031912487,0.108963415,0.00057644746,0.16776143,0.0010957558,0.22139812,0.0019321784,0.29539555,0.0020324334,0.39700666,0.0019978578,0.33684966,0.0023614576,0.0021795132,4.0343402e-05
9,2018-06-05,,,,,,,,,,,,,,,,,,,,,,
10,2018-06-09,,,,,,,,,,,,,,,,,,,,,,
11,2018-06-13,,,,,,,,,,,,,,,,,,,,,,
12,2018-06-17,0.15670235,0.0013443707,-0.27134505,0.0020061866,-0.14058667,0.002654518,0.08307545,0.0005920876,0.109297946,0.0006094081,0.1715969,0.0009479415,0.21828075,0.0015322302,0.29940474,0.0022994136,0.39735362,0.0017638857,0.31896153,0.001516454,0.0016177282,3.8186856e-05
13,2018-06-21,,,,,,,,,,,,,,,,,,,,,,
14,2018-06-25,,,,,,,,,,,,,,,,,,,,,,
15,2018-06-29,,,,,,,,,,,,,,,,,,,,,,
16,2018-07-01,,,,,,,,,,,,,,,,,,,,,,
